Players,Embeddings
"('Schöne', 'Ajax')","[0.80740741 0.10714286 0.08333333 0.16666667 0.11111111 0.12745098
 0.13333333 0.21428571 0.02380952]"
"('F. de Jong', 'Ajax')","[1.         0.02380952 0.         0.         0.         0.
 0.18333333 0.07142857 0.        ]"
"('Ziyech', 'Ajax')","[0.99074074 0.38095238 0.41666667 0.5        0.11111111 0.25490196
 0.16666667 0.23809524 0.11904762]"
"('Dolberg', 'Ajax')","[0.18518519 0.03571429 0.04166667 0.         0.         0.
 0.01666667 0.0952381  0.02380952]"
"('Tagliafico', 'Ajax')","[1.         0.04285714 0.         0.         0.         0.04705882
 0.18       0.28571429 0.08571429]"
"('Bruno Varela\n (GK)', 'Ajax')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Veltman', 'Ajax')","[0.57407407 0.03571429 0.08333333 0.         0.         0.04901961
 0.11666667 0.0952381  0.02380952]"
"('Sinkgraven', 'Ajax')","[0.07777778 0.         0.         0.         0.         0.00980392
 0.         0.02380952 0.        ]"
"('Huntelaar', 'Ajax')","[0.00925926 0.         0.         0.         0.         0.
 0.         0.02380952 0.        ]"
"('Magallán', 'Ajax')","[0.02222222 0.         0.         0.         0.         0.
 0.         0.         0.        ]"
"('Traoré', 'Ajax')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('D. De Wit', 'Ajax')","[0.03777778 0.         0.         0.         0.         0.
 0.         0.         0.        ]"
"('Erik Ten Hag', 'Ajax(COACH)')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Skipp', 'Tottenham')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Coutinho', 'Barcelona')","[0.66481481 0.10714286 0.29166667 0.33333333 0.         0.11764706
 0.06666667 0.02380952 0.07142857]"
"('Lenglet', 'Barcelona')","[1.         0.02380952 0.         0.         0.         0.
 0.08333333 0.0952381  0.        ]"
"('Vidal', 'Barcelona')","[0.42592593 0.01190476 0.         0.         0.         0.
 0.06666667 0.30952381 0.        ]"
"('Arthur', 'Barcelona')","[0.51111111 0.         0.         0.         0.         0.
 0.02       0.05714286 0.        ]"
"('Malcom', 'Barcelona')","[0.01851852 0.         0.         0.         0.         0.
 0.         0.         0.        ]"
"('Keïta', 'Liverpool')","[0.52777778 0.08928571 0.0625     0.25       0.         0.
 0.075      0.10714286 0.        ]"
"('Neres', 'Ajax')","[0.96444444 0.11428571 0.15       0.4        0.06666667 0.04705882
 0.06       0.17142857 0.17142857]"
"('Éder Militão', 'Porto')","[0.75833333 0.05357143 0.0625     0.25       0.         0.10294118
 0.15       0.25       0.        ]"
"('Pepe', 'Porto')","[1.         0.04761905 0.         0.         0.         0.
 0.13333333 0.14285714 0.04761905]"
"('Vaná\n (GK)', 'Porto')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('André Pereira', 'Porto')","[0.05185185 0.         0.         0.         0.         0.
 0.         0.         0.        ]"
"('Fernando', 'Porto')","[0.31388889 0.05357143 0.0625     0.         0.         0.01470588
 0.         0.25       0.        ]"
"('B. Mendy', 'Man. City')","[0.93333333 0.         0.         0.         0.         0.17647059
 0.         0.28571429 0.        ]"
"('Muric\n (GK)', 'Man. City')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Mahrez', 'Man. City')","[0.24722222 0.01785714 0.         0.         0.         0.11764706
 0.         0.03571429 0.        ]"
"('Ronaldo', 'Juventus')","[1.         0.33928571 0.3125     0.75       0.         0.11764706
 0.025      0.17857143 0.03571429]"
"('Emre Can', 'Juventus')","[0.73333333 0.02380952 0.         0.         0.         0.
 0.16666667 0.19047619 0.        ]"
"('Pinsoglio\n (GK)', 'Juventus')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Kean', 'Juventus')","[0.2        0.07142857 0.         0.         0.         0.
 0.03333333 0.0952381  0.        ]"
"('João Cancelo', 'Juventus')","[0.58888889 0.         0.         0.         0.16666667 0.23529412
 0.025      0.03571429 0.        ]"
"('Spinazzola', 'Juventus')","[0.18611111 0.         0.         0.         0.         0.11764706
 0.         0.         0.        ]"
"('Ekkelenkamp', 'Ajax')","[0.08333333 0.03571429 0.125      0.         0.         0.
 0.         0.07142857 0.        ]"
"('Jones', 'Man. United')","[0.33333333 0.         0.         0.         0.         0.
 0.1        0.         0.        ]"
"('Fred', 'Man. United')","[0.75       0.05357143 0.         0.         0.         0.
 0.1        0.21428571 0.        ]"
"('Pereira', 'Man. United')","[0.31481481 0.         0.         0.         0.         0.03921569
 0.         0.14285714 0.        ]"
"('Dalot', 'Man. United')","[0.425      0.03571429 0.         0.         0.         0.08823529
 0.025      0.03571429 0.07142857]"
"('Ole Gunnar Solskjær', 'Man. United(COACH)')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Shaw', 'Man. United')","[1.         0.02380952 0.         0.         0.         0.07843137
 0.03333333 0.28571429 0.        ]"
"('Rojo', 'Man. United')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Kristensen', 'Ajax')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Perin\n (GK)', 'Juventus')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Diogo Leite', 'Porto')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Lopes\n (GK)', 'Lyon')",[1. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Denayer', 'Lyon')","[1.         0.         0.         0.         0.         0.
 0.3        0.14285714 0.        ]"
"('Marcelo', 'Lyon')","[1.         0.         0.         0.         0.         0.
 0.2        0.21428571 0.        ]"
"('Depay', 'Lyon')","[0.90555556 0.10714286 0.         0.         0.         0.32352941
 0.05       0.14285714 0.        ]"
"('Dubois', 'Lyon')","[1.         0.         0.         0.         0.         0.05882353
 0.15       0.28571429 0.        ]"
"('Fekir', 'Lyon')","[1.         0.21428571 0.25       0.         0.         0.05882353
 0.         1.         0.14285714]"
"('Marçal', 'Lyon')","[0.5        0.         0.         0.         0.         0.02941176
 0.15       0.14285714 0.        ]"
"('Mendy', 'Lyon')","[0.92777778 0.         0.         0.         0.         0.08823529
 0.15       0.14285714 0.        ]"
"('Ndombélé', 'Lyon')","[0.96666667 0.03571429 0.         0.         0.         0.02941176
 0.25       0.07142857 0.        ]"
"('Tousart', 'Lyon')","[0.61666667 0.03571429 0.125      0.5        0.         0.
 0.15       0.07142857 0.        ]"
"('Gorgelin\n (GK)', 'Lyon')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Rafael', 'Lyon')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Aouar', 'Lyon')","[0.5        0.03571429 0.125      0.         0.         0.
 0.2        0.14285714 0.        ]"
"('Traoré', 'Lyon')","[0.47777778 0.         0.         0.         0.         0.11764706
 0.         0.07142857 0.        ]"
"('Tete', 'Lyon')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Cheikh', 'Lyon')","[0.03333333 0.         0.         0.         0.         0.
 0.         0.         0.        ]"
"('Cornet', 'Lyon')","[0.15       0.         0.         0.         0.         0.05882353
 0.         0.         0.07142857]"
"('Bruno Génésio', 'Lyon(COACH)')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Gnabry', 'Bayern')","[1.         0.14285714 0.125      0.         0.         0.14705882
 0.05       0.14285714 0.        ]"
"('Goretzka', 'Bayern')","[0.2        0.07142857 0.         0.         0.         0.
 0.1        0.         0.        ]"
"('Davies', 'Bayern')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Jeong', 'Bayern')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Niko Kovač', 'Bayern(COACH)')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Nicolussi', 'Juventus')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Arias', 'Atlético')","[0.42777778 0.         0.         0.         0.         0.02941176
 0.1        0.         0.        ]"
"('Lemar', 'Atlético')","[0.47777778 0.07142857 0.         0.         0.         0.08823529
 0.05       0.07142857 0.        ]"
"('Rodri', 'Atlético')","[1.         0.07142857 0.         0.         0.         0.
 0.1        0.14285714 0.        ]"
"('Morata', 'Atlético')","[0.67777778 0.07142857 0.         0.         0.         0.
 0.05       0.42857143 0.14285714]"
"('Adán\n (GK)', 'Atlético')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('N. Kalinić', 'Atlético')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Vitolo', 'Atlético')","[0.14444444 0.         0.         0.         0.         0.
 0.         0.14285714 0.        ]"
"('Mikel Carro', 'Atlético')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Montero', 'Atlético')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Humphreys', 'Man. City')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Fährmann\n (GK)', 'Schalke')",[1. 0. 0. 0. 0. 0. 0. 0. 0.]
"('McKennie', 'Schalke')","[0.83888889 0.         0.         0.         0.         0.
 0.15       0.14285714 0.07142857]"
"('Serdar', 'Schalke')","[1.         0.03571429 0.         0.         0.         0.
 0.05       0.14285714 0.        ]"
"('Bentaleb', 'Schalke')","[1.         0.         0.         0.5        0.         0.05882353
 0.15       0.         0.        ]"
"('Konoplyanka', 'Schalke')","[1.         0.         0.         0.         0.         0.11764706
 0.         0.         0.        ]"
"('Stambouli', 'Schalke')","[1.         0.07142857 0.         0.         0.         0.
 0.6        0.57142857 0.        ]"
"('Burgstaller', 'Schalke')","[0.57777778 0.03571429 0.125      0.         0.         0.
 0.         0.07142857 0.        ]"
"('Oczipka', 'Schalke')","[1.         0.         0.         0.         0.         0.23529412
 0.05       0.         0.        ]"
"('Bruma', 'Schalke')","[1.         0.         0.         0.         0.         0.
 0.05       0.07142857 0.        ]"
"('Embolo', 'Schalke')","[0.76666667 0.         0.         0.         0.         0.05882353
 0.         0.14285714 0.        ]"
"('Nübel\n (GK)', 'Schalke')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Mendyl', 'Schalke')","[0.45       0.         0.         0.         0.         0.02941176
 0.1        0.         0.        ]"
"('Rudy', 'Schalke')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Matondo', 'Schalke')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Kutucu', 'Schalke')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Skrzybski', 'Schalke')","[0.18888889 0.07142857 0.         0.         0.         0.
 0.05       0.         0.        ]"
"('Teuchert', 'Schalke')","[0.12222222 0.         0.         0.         0.         0.
 0.         0.         0.        ]"
"('Domenico Tedesco', 'Schalke(COACH)')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Buffon\n (GK)', 'Paris')",[1. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Kehrer', 'Paris')","[0.88888889 0.         0.         0.         0.         0.
 0.05       0.07142857 0.        ]"
"('Bernat', 'Paris')","[1.         0.14285714 0.375      0.5        0.         0.11764706
 0.15       0.07142857 0.        ]"
"('Paredes', 'Paris')","[0.19444444 0.         0.         0.         0.         0.
 0.         0.07142857 0.        ]"
"('Choupo-Moting', 'Paris')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Dagba', 'Paris')",[0.05 0.   0.   0.   0.   0.   0.   0.   0.  ]
"('Thomas Tuchel', 'Paris(COACH)')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Garner', 'Man. United')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Chong', 'Man. United')","[0.11111111 0.         0.         0.         0.         0.
 0.         0.14285714 0.        ]"
"('Gomes', 'Man. United')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Greenwood', 'Man. United')","[0.03333333 0.         0.         0.         0.         0.
 0.         0.14285714 0.        ]"
"('Adrián López', 'Porto')","[0.12222222 0.03571429 0.125      0.5        0.         0.
 0.         0.         0.        ]"
"('Olsen\n (GK)', 'Roma')",[0.5 0.  0.  0.  0.  0.  0.  0.  0. ]
"('Karsdorp', 'Roma')","[0.61111111 0.         0.         0.         0.         0.
 0.         0.14285714 0.        ]"
"('Marcano', 'Roma')","[0.42777778 0.03571429 0.         0.         0.         0.
 0.15       0.07142857 0.        ]"
"('Zaniolo', 'Roma')","[0.98333333 0.17857143 0.375      0.5        0.         0.11764706
 0.05       0.21428571 0.        ]"
"('Nzonzi', 'Roma')","[0.53888889 0.         0.         0.         0.         0.02941176
 0.05       0.35714286 0.        ]"
"('Mirante\n (GK)', 'Roma')",[0.5 0.  0.  0.  0.  0.  0.  0.  0. ]
"('Cristante', 'Roma')","[0.93333333 0.03571429 0.125      0.         0.         0.02941176
 0.05       0.14285714 0.        ]"
"('Santon', 'Roma')","[0.01666667 0.         0.         0.         0.         0.
 0.         0.         0.        ]"
"('Diallo', 'Dortmund')","[1.         0.         0.         0.         0.         0.05882353
 0.         0.07142857 0.        ]"
"('Sancho', 'Dortmund')","[0.98888889 0.03571429 0.125      0.         0.         0.17647059
 0.         0.         0.07142857]"
"('Alcácer', 'Dortmund')","[1.         0.21428571 0.5        0.         0.         0.
 0.         0.         0.28571429]"
"('Götze', 'Dortmund')","[1.         0.14285714 0.125      0.         0.         0.05882353
 0.05       0.14285714 0.        ]"
"('Akanji', 'Dortmund')",[1.  0.  0.  0.  0.  0.  0.1 0.  0. ]
"('Wolf', 'Dortmund')","[0.34444444 0.07142857 0.         0.         0.         0.20588235
 0.1        0.         0.        ]"
"('Witsel', 'Dortmund')","[1.         0.07142857 0.125      0.         0.         0.02941176
 0.15       0.14285714 0.        ]"
"('Hitz\n (GK)', 'Dortmund')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Zagadou', 'Dortmund')","[0.42777778 0.03571429 0.125      0.         0.         0.
 0.         0.         0.        ]"
"('Hakimi', 'Dortmund')","[0.5        0.         0.         0.         0.         0.05882353
 0.         0.         0.        ]"
"('Delaney', 'Dortmund')","[0.58888889 0.03571429 0.125      0.         0.         0.02941176
 0.1        0.14285714 0.        ]"
"('Bruun Larsen', 'Dortmund')","[0.17222222 0.07142857 0.125      0.         0.         0.
 0.         0.         0.07142857]"
"('Lucien Favre', 'Dortmund(COACH)')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Courtois\n (GK)', 'Real Madrid')",[1. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Reguilón', 'Real Madrid')","[1.         0.03571429 0.         0.         0.16666667 0.05882353
 0.2        0.21428571 0.        ]"
"('Vinícius Júnior', 'Real Madrid')","[0.64444444 0.10714286 0.25       0.         0.16666667 0.
 0.05       0.14285714 0.        ]"
"('Valverde', 'Real Madrid')","[0.03333333 0.         0.         0.         0.         0.
 0.         0.         0.        ]"
"('Santiago Solari', 'Real Madrid(COACH)')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Labyad', 'Ajax')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Diego Costa', 'Atlético')","[0.64444444 0.07142857 0.         0.         0.         0.05882353
 0.         0.14285714 0.14285714]"
"('Uth', 'Schalke')","[0.97777778 0.07142857 0.         0.         0.         0.
 0.1        0.14285714 0.        ]"
"('Caligiuri', 'Schalke')","[1.         0.07142857 0.         0.         0.         0.29411765
 0.1        0.42857143 0.14285714]"
"('Harit', 'Schalke')","[0.02222222 0.         0.         0.         0.         0.
 0.         0.         0.        ]"
"('Terrier', 'Lyon')","[0.84444444 0.14285714 0.25       0.         0.         0.05882353
 0.1        0.14285714 0.        ]"
"('Dembélé', 'Lyon')","[0.87222222 0.17857143 0.125      0.         0.         0.14705882
 0.05       0.         0.07142857]"
"('Solet', 'Lyon')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Iñaki Peña\n (GK)', 'Barcelona')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Murillo', 'Barcelona')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Shabani', 'Bayern')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Dahoud', 'Dortmund')","[1.         0.07142857 0.25       0.         0.         0.
 0.3        0.14285714 0.        ]"
"('Ömer Toprak', 'Dortmund')",[1.  0.  0.  0.  0.  0.  0.1 0.  0. ]
"('Balerdi', 'Dortmund')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Philipp', 'Dortmund')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Lamprou\n (GK)', 'Ajax')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Mariano Díaz', 'Real Madrid')","[0.1        0.         0.         0.         0.         0.
 0.         0.14285714 0.        ]"
"('Pastore', 'Roma')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Kluivert', 'Roma')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('Diaby', 'Paris')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
